sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_6,sensor_12,sensor_14,sensor_15,sensor_16,sensor_18,sensor_19,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_28,sensor_29,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_50,sensor_51,sensor_55,sensor_59,sensor_60,sensor_61,sensor_62,sensor_63,sensor_64,sensor_65,sensor_66,sensor_67,sensor_68,sensor_70,sensor_71,sensor_74,sensor_83,sensor_88,sensor_90,sensor_96,sensor_98,sensor_115,sensor_117,sensor_120,sensor_122,sensor_123,sensor_124,sensor_125,sensor_126,sensor_128,sensor_129,sensor_133,sensor_134,sensor_135,sensor_136,sensor_137,sensor_138,sensor_139,sensor_142,sensor_150,sensor_151,sensor_154,sensor_155,sensor_159,sensor_160,sensor_161,sensor_162,sensor_163,sensor_164,sensor_166,sensor_167,sensor_169,sensor_170,sensor_175,sensor_177,sensor_180,sensor_181,sensor_182,sensor_183,sensor_184,sensor_185,sensor_187,sensor_188,sensor_195,sensor_196,sensor_197,sensor_198,sensor_199,sensor_200,sensor_201,sensor_202,sensor_203,sensor_204,sensor_205,sensor_207,sensor_208,sensor_218,sensor_223,sensor_225,sensor_250,sensor_255,sensor_268,sensor_269,sensor_270,sensor_273,sensor_316,sensor_336,sensor_337,sensor_356,sensor_412,sensor_413,sensor_416,sensor_417,sensor_418,sensor_419,sensor_420,sensor_423,sensor_426,sensor_429,sensor_430,sensor_431,sensor_432,sensor_433,sensor_434,sensor_438,sensor_439,sensor_442,sensor_443,sensor_444,sensor_460,sensor_468,sensor_471,sensor_472,sensor_473,sensor_474,sensor_476,sensor_480,sensor_482,sensor_483,sensor_484,sensor_485,sensor_486,sensor_487,sensor_488,sensor_489,sensor_491,sensor_493,sensor_494,sensor_496,sensor_499,sensor_500,sensor_510,sensor_511,sensor_519,sensor_520,sensor_521,sensor_523,sensor_525,sensor_526,sensor_539,sensor_545,sensor_546,sensor_547,sensor_548,sensor_549,sensor_550,sensor_551,sensor_555,sensor_559,sensor_562,sensor_563,sensor_564,sensor_569,sensor_570,sensor_571,sensor_572,sensor_573,sensor_585,sensor_589,label
2968.02,2494.25,2197.2667,911.2054,1.3257,104.1722,202.6334,9.6914,428.4552,9.4449,193.1885,12.4492,-5064.0,2689.75,-1776.25,-3761.3333,1.335,1.996,67.1778,2.4111,3.4294,85.6608,9.5713,50.3999,64.1016,66.437,86.8261,118.0156,64.39,2.501,351.2655,9.7728,133.8318,720.2424,1.0745,132.66,617.7573,48.9271,2830.0,0.1518,350.3255,10.3049,113.9836,11.4203,19.8482,24.7192,695.5233,1.1679,143.4045,607.7136,102.2772,0.0,7.6998,1831.864,9618.9899,0.2069,-0.4366,816.0923,58.6862,6.1499,4.281,15.91,15.92,1.267,2.618,3.267,-0.3784,1003.5358,38.859,140.0,166.9,128.4,48.5,187.858,6.69,4.433,15.345,5.8134,0.34,2178.0,633.0,18949.0,7809.0,0.116,0.055,1.4,1.4,0.485,0.6791,0.799,0.247,25.51,0.799,10.79,32.56,0.1519,13.78,19.07,17.742,0.316,6.2,20.21,0.352,8.62,15.78,6.2,6.918,33.48,0.1373,4.32,21.75,69.028,2.3309,86.8746,803.7998,65.7491,0.3836,12.128,2.606,35.4954,18.1602,8.5149,8.8499,2.0268,0.7522,20.6164,14.8775,3.6421,5.3181,266.3524,857.3066,1.0383,45.7418,0.7827,2.6591,43.0095,23.5338,0.0,207.6125,8.6891,58.0645,54.0865,1.2882,0.7564,0.946,36.2621,0.0,7.5625,138.1748,31.2371,27.9864,11.7581,67.4911,443.2074,67.9352,976.4103,85.7404,0.0,118.4218,533.515,618.0905,1.7152,3.1991,0.7039,52.8229,0.0,0.0,47.5524,739.6226,6.9012,2.067,0.0,0.0771,7.1352,0.6791,3.4056,7.116,1.2946,408.86,80.872,0.6763,19.24,2.23,52.2381,0.1339,248.276,0.5981,4.19,28.6511,534.96,1.8846,10.03,0.1762,1.908,84.4337,-1
3111.93,2460.94,2176.6334,1272.409,1.3828,100.4622,202.2468,12.3885,404.9158,10.3359,191.9109,12.4661,-6273.5,3015.75,-3965.25,1523.75,0.9883,1.8878,68.2,2.1556,4.6451,85.6608,9.5713,50.3999,64.1016,66.437,86.8261,118.0156,64.39,2.501,360.5918,10.0285,128.0155,726.8645,1.0627,138.6664,627.2736,53.5979,2863.0,2.8245,359.8855,10.5182,110.84,11.9663,17.1755,23.8635,703.0011,1.092,144.5818,615.3073,132.7608,0.0,8.4996,1786.6951,8407.1301,0.0168,-0.1794,725.3973,59.4937,6.2593,4.387,15.9,15.9,1.191,2.575,3.267,-0.4258,1004.895,37.0129,159.0,87.5,101.5,46.5,279.9641,4.46,9.419,8.3,5.6229,0.31,375.0,680.0,713.0,135.0,0.092,0.066,3.0,0.9,0.123,0.6791,0.799,0.247,30.52,0.825,5.4,30.364,0.2464,7.91,29.28,31.241,0.274,6.74,18.64,0.496,8.9,22.9,6.74,3.667,33.526,0.1376,6.19,22.9,108.43,1.8042,135.495,807.1006,105.9208,0.3102,17.728,3.4877,37.8656,18.2669,7.7646,10.8886,2.1723,0.784,22.0027,8.9068,3.0422,7.9758,316.0264,0.0,0.7962,76.0305,0.7485,2.1153,5.9775,22.5483,17.9812,8.8597,9.3094,41.7526,80.2425,1.2882,0.7564,0.946,58.2877,238.6225,8.0296,191.3703,39.242,15.3667,12.6001,81.6732,376.8442,90.7485,279.8913,67.4855,0.0,70.9161,286.1981,33.0639,1.679,1.9282,0.531,22.2432,353.5714,711.1111,36.0,560.0,13.9499,1.7322,0.0,0.0638,5.6414,1.6292,3.4319,7.116,1.0482,409.462,83.066,0.9752,12.82,1.16,93.0388,0.1732,264.272,0.651,5.16,16.98835,535.2782,1.807,8.92,0.3104,2.9438,84.4337,-1
2957.97,2483.97,2243.7778,1502.9221,1.816,102.0978,202.0149,9.559,422.7669,9.8972,192.1177,12.4786,-6267.75,3006.5,-4335.0,1503.0,0.9952,1.883,70.1222,2.2889,4.6379,84.3575,8.531,50.4338,64.2467,66.3319,87.0242,117.9108,77.59,3.893,351.8664,10.1955,129.3127,719.8077,1.0777,138.2282,619.4073,50.2306,2819.0,12.1818,350.7245,10.8692,101.4945,12.0333,27.8182,30.5016,689.3062,1.3555,156.5527,608.7718,125.1848,0.0,6.889,1778.8166,8321.28,0.1791,-0.3287,667.6864,58.1097,6.4465,4.425,15.85,15.79,1.21,2.649,3.261,-0.5677,1004.9778,41.6229,136.0,264.2,228.3,74.2,351.526,5.02,4.933,14.336,8.5815,0.6,598.0,696.0,349.0,87.0,0.087,0.078,2.3,0.4,0.197,0.8708,0.8196,0.337,17.81,0.691,12.51,31.115,0.1163,8.26,26.31,13.886,0.333,5.31,19.52,0.24,7.9,14.74,5.31,3.92,33.263,0.1472,8.88,22.07,71.344,3.6369,148.3832,1072.8003,73.5334,0.6526,18.67,3.3945,34.6445,23.3716,5.8436,10.3392,1.5608,1.1619,23.3895,25.8517,2.6786,6.7408,246.7009,0.0,2.5919,51.6058,1.944,2.0097,9.5409,23.1498,8.0507,5.7884,8.7415,17.4757,47.5493,0.62,0.5829,0.8142,27.6445,43.5896,7.7837,122.4936,19.0882,12.8517,10.8627,56.9909,226.3674,134.0625,330.2059,81.592,222.3135,91.8386,731.1628,132.2701,1.7045,1.7999,0.2285,26.554,558.2418,221.8289,87.8981,504.6154,9.3099,4.7654,0.0,0.058,3.7241,0.455,3.4181,7.116,0.7136,412.374,81.794,0.3921,22.39,1.64,54.9471,0.3106,264.272,0.651,5.16,16.98835,538.1409,1.715,5.93,0.17,2.832,37.5668,-1
2850.33,2570.42,2177.3222,1089.3655,1.3101,101.1478,199.8134,14.4533,425.7982,9.6315,190.182,12.4337,-6426.5,3060.0,-3713.25,1606.5,0.9733,1.8797,70.5111,2.0444,4.6248,84.87,9.4832,50.381,64.23,66.4374,87.3382,118.205,65.34,3.102,350.7336,10.1507,130.1482,720.3716,1.3717,141.8173,622.6991,210.5202,2828.0,19.5609,349.8236,10.5164,109.7091,12.7282,20.4391,27.7378,692.6338,1.1673,150.4382,609.9709,80.1561,0.0,7.1025,1832.4027,8906.5,-0.2592,0.4176,766.4387,56.9238,6.2021,4.304,15.9,15.87,1.168,2.653,3.195,-0.4258,1004.167,41.2315,84.0,173.7,154.0,46.3999,264.955,4.37,11.197,14.072,5.0709,0.49,373.0,752.0,1702.0,73.0,0.119,0.072,3.7,1.2,0.121,0.6371,0.9871,0.229,16.36,0.349,8.37,30.805,0.0986,3.77,18.86,40.796,0.303,3.75,18.13,0.286,7.71,25.56,3.75,6.305,30.128,0.2775,9.98,25.56,97.632,5.9017,119.543,990.3994,103.9807,0.4116,14.147,5.0273,22.8573,18.4995,5.0632,9.1823,1.2045,2.1215,24.322,14.8011,3.2067,9.1704,210.2784,0.0,2.4078,77.4703,1.507,3.4413,5.8041,24.5752,45.8359,4.544,12.2271,58.6957,40.6293,1.5588,0.7507,0.906,19.3787,19.1709,7.0277,200.814,18.3472,22.7306,23.7724,121.8023,0.0,113.4011,0.0,265.8869,0.0,118.8285,244.0917,727.1845,2.285,1.7972,0.0711,37.0562,0.0,534.2707,63.621,229.8851,27.9245,1.7716,0.0,0.6007,7.3145,0.5101,2.9215,7.116,0.9111,403.122,74.084,0.471,16.34,1.15,54.4417,0.4075,264.272,0.651,5.16,16.98835,529.1055,2.34,11.1,0.3658,2.776,37.5668,-1
2927.46,2464.8,2243.7778,1502.9221,1.816,102.0978,201.8293,8.5018,404.1486,9.987,191.8423,12.4104,-5284.75,2774.25,-3835.75,-1883.75,1.288,1.9868,68.1556,1.8778,3.3226,92.072,8.9416,59.3488,78.254,66.595,86.9601,132.5378,14.1,6.164,349.6918,9.9601,136.0618,723.0823,1.0271,135.3655,621.1191,51.6172,2802.0,-1.1609,348.4955,10.3625,114.9009,10.5221,21.1609,26.3122,696.7701,1.0167,148.57,611.9664,87.9872,0.0,7.3452,1798.3583,8962.4,0.1351,-0.1631,702.0433,60.2053,6.3596,4.425,15.85,15.79,1.21,2.649,3.261,-0.5677,1004.9778,41.6229,94.0,211.8,222.6,74.2,351.526,5.02,8.458,4.999,8.3468,0.54,273.0,459.0,2672.0,3574.0,0.116,0.086,2.7,1.3,0.398,0.6556,0.8217,0.314,20.6,0.759,8.42,29.821,0.2036,12.29,27.06,14.826,0.296,3.63,20.19,0.285,5.88,19.38,3.63,5.932,29.288,0.3178,8.74,23.96,127.189,4.6392,72.5948,1679.5996,182.0638,0.6272,18.67,3.3945,26.6583,23.3716,8.134,9.7146,1.1178,1.5938,23.3895,25.8517,2.6786,4.9611,730.1276,0.0,2.5851,99.4846,1.9099,1.8237,5.1658,16.545,69.6604,189.7279,9.0062,69.2308,155.7331,0.8235,0.2169,0.5459,28.723,312.686,5.1175,184.1837,17.1543,22.5448,31.2571,144.554,230.5804,98.0747,0.0,72.0774,472.1805,82.6209,0.0,135.0951,8.0405,2.6054,0.2439,22.0497,873.6196,770.6422,73.6,0.0,6.9973,3.0253,0.0,0.1298,7.3507,2.7982,3.4181,7.116,1.1698,413.702,74.526,0.88,27.43,0.95,75.2273,0.3106,267.01,0.7283,7.8,16.0059,531.0218,2.4,8.94,0.2924,3.1859,44.2988,-1
3055.21,2377.27,2177.3222,1089.3655,1.3101,101.1478,199.6727,12.4003,411.5736,10.0371,189.6356,12.4969,-6267.75,3065.75,-3076.25,1636.5,0.9885,1.9053,62.9556,3.1,4.7112,85.2666,9.2433,50.4042,64.0385,65.9047,86.4157,117.422,75.03,3.197,347.4118,10.0588,138.7682,727.191,1.3157,141.8282,628.0082,173.9305,2859.0,18.63,347.2909,10.334,117.3982,8.8552,21.37,28.1907,699.0003,1.1514,155.5755,620.2645,91.8831,0.0,6.4887,1864.3441,8700.58,0.0942,-0.1509,749.2668,59.6983,6.3845,4.387,15.9,15.9,1.191,2.575,3.267,-0.4258,1004.895,37.0129,172.0,174.2,79.7,46.3999,264.955,4.37,11.842,16.281,6.9477,0.48,96.0,599.0,7941.0,93.0,0.123,0.077,2.6,0.9,0.145,0.6107,0.837,0.17,19.99,0.535,9.52,34.91,0.1695,9.13,18.97,41.814,0.283,4.19,15.86,0.237,8.46,14.66,4.19,6.807,32.217,0.2739,5.63,19.03,132.704,2.5304,117.9059,1168.7998,118.6413,0.4428,17.728,3.4877,38.4333,18.4995,5.8716,8.2927,1.3427,0.9991,24.322,14.8011,3.2067,5.9014,232.5466,437.8198,2.6102,95.4979,1.5398,3.261,1.5317,19.5384,258.139,5.6829,12.4431,29.0323,34.6322,0.9479,0.6226,0.7508,24.0406,22.4906,7.2062,165.5524,19.6069,24.1462,23.7884,144.427,0.0,66.5555,582.8125,70.8165,0.0,105.9158,0.0,141.1765,1.6133,0.971,0.1009,152.6705,0.0,0.0,85.8639,0.0,8.0221,4.4845,0.0,0.1262,7.4268,2.2197,3.4319,7.116,0.5453,401.344,80.052,0.0934,22.46,1.28,17.1359,0.3311,264.272,0.651,5.16,16.98835,526.3709,2.3553,7.82,0.2678,3.3177,51.3704,-1
3045.21,2561.1,2243.7778,1502.9221,1.816,102.0978,202.8679,9.4744,428.9045,9.4302,193.4376,12.46,-6452.5,3074.75,-3845.0,1464.75,0.9782,1.8895,72.9222,2.0667,4.6558,84.87,9.4832,50.381,64.23,66.4374,87.3382,118.205,65.34,3.102,364.0227,9.7557,137.3227,739.7588,1.119,135.1109,636.4564,45.0921,2909.0,20.7118,359.42,10.4453,118.0345,11.0509,19.2882,25.5875,714.1714,0.9765,147.9509,625.4055,99.246,0.0,7.0763,1862.9489,9304.59,0.1594,-0.0676,729.943,58.1458,6.2863,4.281,15.91,15.92,1.267,2.618,3.267,-0.3784,1003.5358,38.859,77.0,94.8,51.2,74.2,351.526,5.02,4.602,8.524,6.0379,0.61,513.0,661.0,2557.0,73.0,0.089,0.065,3.6,1.6,0.187,0.6371,0.9871,0.229,18.41,0.921,13.98,18.834,0.3005,10.73,11.66,24.424,0.101,9.31,19.76,0.302,7.65,15.56,9.31,9.906,20.249,0.1764,7.01,15.56,132.343,4.3944,144.5028,1217.2998,144.9016,0.6329,12.128,2.606,20.3137,23.3716,6.3369,7.7416,2.9501,1.5357,23.3895,25.8517,2.6786,6.0139,0.0,0.0,2.9175,48.5732,2.1837,3.7493,7.9504,21.4977,66.502,4.9838,9.0979,77.4194,85.2792,1.5588,0.7507,0.906,54.1647,44.9502,6.4812,140.8025,48.2679,38.7142,18.0649,133.3484,0.0,88.87,487.5,123.6842,159.5761,104.6423,628.6614,269.7806,3.0612,2.7619,0.1141,31.069,797.5078,869.4064,39.8385,849.2308,9.5516,2.1292,0.0,0.1144,4.3402,2.8063,3.4056,7.116,0.9111,403.122,74.084,0.471,16.34,1.15,54.4417,0.1124,264.272,0.651,5.16,16.98835,533.1318,2.5132,8.62,0.2862,2.4797,78.789,-1
3000.39,2581.67,2197.2667,911.2054,1.3257,104.1722,202.4717,8.8499,426.3853,9.4152,193.0565,12.4496,-5423.0,2723.5,-3426.75,-1189.0,1.2702,1.998,69.3889,2.4,3.4117,84.3232,8.5218,50.3583,64.2803,66.1861,87.0459,118.102,78.42,3.645,359.4309,9.9902,154.8464,762.4385,0.9393,132.7227,647.0,56.9815,2902.0,-11.9682,361.9655,10.3263,122.8782,18.6255,31.9682,40.3963,722.0423,1.0188,143.5309,628.3745,110.874,0.0,7.0525,1787.3023,8847.7,-0.0573,0.1449,768.202,58.3673,6.2185,4.281,15.91,15.92,1.267,2.618,3.267,-0.3784,1003.5358,38.859,551.0,51.4,67.1,48.5,187.858,6.69,6.249,12.697,5.7827,0.26,531.0,251.0,655.0,2972.0,0.184,0.1,0.9,1.3,0.269,0.8705,0.8096,0.287,16.97,0.727,10.05,20.437,0.1545,8.4,17.06,22.477,0.097,6.76,23.45,0.637,8.33,15.22,6.76,7.728,21.97,0.1877,10.18,15.22,105.864,3.5432,151.3417,671.4004,65.4207,0.3498,12.128,2.606,74.3874,18.1602,6.2281,9.247,1.9613,1.1725,20.6164,14.8775,3.6421,7.5095,0.0,0.0,0.9374,70.6109,0.666,6.249,9.7916,9.2161,19.1143,249.9579,14.4853,54.1667,75.8152,1.2102,0.7405,0.8217,39.4462,56.4831,6.7791,81.7161,21.146,19.1305,18.4236,95.4814,502.8147,131.6348,901.5385,37.7717,0.0,104.7269,368.9139,77.3802,3.8812,1.8046,0.0963,20.918,667.3575,0.0,37.276,0.0,18.375,1.2466,0.0,0.0769,7.8122,0.4605,3.4056,7.116,0.785,403.106,80.242,0.4457,23.17,1.89,56.774,0.1475,264.272,0.651,5.16,16.98835,534.4582,2.3295,6.99,0.3557,3.7299,78.789,-1
2970.87,2610.78,2185.8111,995.3928,1.3714,102.6422,199.9475,6.812,409.155,9.6162,190.3313,12.4969,-6198.5,3197.75,-6396.75,1571.0,0.9595,1.916,63.9778,2.6667,4.6817,85.5455,9.2655,50.3358,63.8677,65.769,86.4804,117.4194,11.52,3.923,348.5318,10.0181,132.5064,718.4028,1.3092,140.5173,621.5555,134.8997,2833.0,16.8445,346.1664,10.5723,109.3509,17.9019,23.1555,31.7791,686.6237,0.8042,148.1364,603.6536,76.4775,0.0,6.9873,1874.2109,8424.7201,0.1045,0.1107,728.7793,58.7409,6.3787,4.557,15.89,15.89,1.267,2.531,3.126,-0.9934,1004.96,38.6254,113.0,165.1,140.6,52.2002,126.846,3.84,3.837,22.422,5.3205,0.48,426.0,576.0,9739.0,87.0,0.106,0.073,3.3,0.8,0.121,0.6627,0.8366,0.161,17.0,0.429,7.86,28.585,0.1856,8.98,14.52,88.009,0.313,3.62,17.66,0.246,8.6,17.82,3.62,6.079,30.506,0.1659,14.53,17.82,73.814,5.0547,120.4108,571.0005,62.0972,0.5888,17.44,4.96,30.0114,19.2121,5.6722,8.3938,1.0987,1.5521,12.7433,7.4461,2.5448,4.7642,0.0,0.0,2.132,56.3271,1.9672,4.506,6.8726,18.0127,152.2492,5.5379,11.0474,30.0,45.347,1.5584,0.6175,0.9446,65.2403,21.4906,7.8646,99.5428,15.6335,19.1289,20.631,96.5172,0.0,102.8629,44.0968,108.0831,0.0,124.547,775.8065,213.8867,1.546,1.8695,0.3936,11.1174,0.0,412.2271,57.9439,948.8372,17.1682,3.0204,0.0,0.0578,5.5832,1.9578,3.1758,7.116,0.7921,400.862,81.466,0.5455,16.64,2.3,68.8649,0.1791,264.772,0.6938,4.14,18.0015,531.1618,1.7323,6.97,0.2079,1.9337,173.4377,-1
3087.45,2503.32,2243.7778,1502.9221,1.816,102.0978,202.2886,9.8855,423.9415,9.4102,192.8784,12.4337,-5711.0,3474.75,-4265.25,-6948.5,1.327,2.0155,66.5444,2.5778,3.4189,85.3625,8.5952,50.3491,64.0145,66.2273,86.7997,118.227,14.0,5.211,360.6127,9.9839,141.65,745.0489,1.061,137.09,639.3527,49.0752,2909.0,14.0382,361.3627,10.432,115.6882,12.1109,25.9618,32.567,712.4819,0.9844,150.1909,627.2418,103.3936,0.0,7.242,1797.7321,8799.04,-0.0432,0.1036,770.5694,59.8783,6.3952,4.281,15.91,15.92,1.267,2.618,3.267,-0.3784,1003.5358,38.859,92.0,206.7,99.3,74.2,351.526,5.02,5.032,11.082,5.8475,0.49,571.0,3190.0,1930.0,19147.0,0.086,0.093,2.1,1.7,0.321,0.8576,0.6545,0.323,19.85,0.965,11.47,18.782,0.1419,12.88,11.91,13.222,0.101,4.1,18.81,0.397,7.61,11.79,4.1,6.0041,18.372,0.1793,12.84,11.79,122.676,4.3589,152.7609,1279.2998,150.5753,0.4718,12.128,2.606,16.2057,23.3716,7.6137,8.7267,1.4096,1.5243,23.3895,25.8517,2.6786,9.0045,0.0,323.291,3.125,50.9031,2.2858,3.1459,9.9982,91.8052,45.2494,275.5559,6.4808,65.9483,65.4636,1.4749,0.5817,0.7275,26.9423,29.2061,6.578,97.3506,15.7924,18.436,18.2185,118.6495,0.0,121.9373,84.7291,125.7443,191.5898,124.7929,566.5148,175.4337,1.9827,1.7972,0.1026,14.6168,516.9231,0.0,30.9524,370.7317,6.2332,2.4434,0.0,0.1083,3.7695,2.7243,3.4056,7.116,0.6774,408.972,76.072,0.3931,18.81,0.98,58.0324,0.4442,264.272,0.651,5.16,16.98835,531.4909,2.3698,10.5,0.2966,3.9748,173.4377,-1
3054.45,2443.68,2243.7778,1502.9221,1.816,102.0978,201.6701,10.7648,419.093,10.0212,191.6488,12.4869,-5657.5,3111.25,-2576.0,1582.75,0.9688,1.886,63.7778,3.2889,4.6767,86.3239,9.5642,50.3645,63.9038,65.7964,86.4047,117.5064,74.48,2.888,353.9364,10.0408,130.1173,720.8821,1.0836,136.4591,620.5127,46.2815,2819.0,28.4009,354.4191,10.3482,118.5182,7.5638,11.5991,14.406,706.4761,1.0786,142.0918,615.0291,103.3687,0.0,8.1258,1871.8602,8848.07,-0.0846,0.2815,768.9381,59.9637,6.4561,4.425,15.85,15.79,1.21,2.649,3.261,-0.5677,1004.9778,41.6229,96.0,110.0,33.5,74.2,351.526,5.02,9.029,4.588,8.1684,0.61,3548.0,815.0,3422.0,70.0,0.14,0.077,3.3,0.6,0.099,0.4828,0.9187,0.191,19.74,1.04,7.61,30.761,0.2191,10.05,25.87,20.138,0.333,5.08,16.68,0.385,6.62,9.73,5.08,4.762,27.876,0.2673,4.48,16.82,119.772,2.6587,87.8,835.7998,91.4019,0.3399,18.67,3.3945,24.5517,23.3716,6.6127,9.2957,1.6887,0.9727,23.3895,25.8517,2.6786,9.7088,0.0,0.0,2.6733,83.8751,2.0383,2.3686,62.7132,26.1953,132.8416,4.4227,14.4516,18.2432,39.3969,2.5033,0.982,1.1547,43.512,17.8868,5.5856,128.6387,43.7965,33.0555,24.781,115.8687,0.0,114.6126,405.6075,88.1804,494.3147,90.5497,489.7467,237.9655,2.4245,1.8062,0.2432,14.594,0.0,0.0,41.4458,0.0,7.6429,1.6241,0.0,0.1181,4.5193,0.5494,3.4181,7.116,0.9111,403.122,74.084,0.471,16.34,1.15,54.4417,0.9412,264.272,0.651,5.16,16.98835,529.9355,2.1598,7.43,0.1953,3.0703,173.4377,-1
2988.52,2291.92,2183.5777,1764.5386,1.705,100.4478,199.9116,7.0778,410.3098,9.6388,190.2728,12.4969,-6528.5,3067.0,-4612.5,1495.75,0.9785,1.8877,68.2,2.6667,4.659,85.1712,8.5405,50.2488,64.1314,66.2364,86.8378,118.4904,76.57,3.732,351.5391,10.0952,131.3118,721.6987,1.3193,140.8691,623.72,143.0328,2833.0,22.1827,350.7273,10.4595,113.4945,14.0055,17.8173,22.1373,699.5614,1.0649,145.4927,609.7145,53.1891,0.0,7.1502,1822.7499,9028.9699,-0.0749,-0.0658,770.8132,59.6908,6.3896,4.557,15.89,15.89,1.267,2.531,3.126,-0.9934,1004.96,38.6254,91.0,80.1,100.7,61.3999,183.1801,5.59,3.769,19.788,4.9182,0.48,891.0,375.0,1979.0,137.0,0.102,0.073,2.5,1.3,0.112,0.7716,0.7661,0.185,18.09,0.434,9.76,31.103,0.1579,7.07,17.46,85.298,0.313,3.78,17.45,0.348,8.8,15.09,3.78,3.996,31.197,0.1206,12.74,15.09,20.582,3.7178,50.4583,971.7998,113.9504,0.6334,17.44,4.96,24.8764,20.3003,5.2143,9.0159,1.2686,1.3974,10.3812,14.2577,2.6999,6.3756,0.0,841.0256,2.1734,53.2509,1.9653,2.499,13.6479,12.2269,42.9051,9.1593,10.4241,48.75,63.1868,0.9131,0.5505,0.8872,59.6353,17.0403,7.7537,107.7438,21.2154,18.0509,11.3249,38.6959,784.1139,58.2834,96.3322,72.4559,395.2381,89.5084,433.3333,66.2813,1.5391,1.5014,0.3866,18.5451,938.1818,0.0,64.7975,0.0,5.6091,4.4563,0.0,0.0699,6.5248,0.3355,3.1758,7.116,0.8013,409.98,78.964,0.1742,21.17,1.41,21.7375,0.588,264.272,0.651,5.16,16.98835,534.1545,1.6889,9.88,0.3116,1.9072,51.9067,-1
3033.29,2587.27,2244.1111,1676.7316,0.9197,100.8067,202.6728,7.3121,413.5223,10.0634,192.6094,12.6278,-6363.0,3018.0,-1457.25,1653.0,0.9852,1.8893,63.0556,3.0778,4.6573,86.3239,9.5642,50.3645,63.9038,65.7964,86.4047,117.5064,74.48,2.888,348.2927,9.9366,139.4282,726.1773,0.9826,134.1409,621.8618,49.4171,2835.0,9.1882,347.7236,10.646,108.6164,13.3354,30.8118,37.258,688.9193,1.0739,152.1864,608.5264,111.4585,0.0,8.2836,1842.5068,8981.2399,0.0015,-0.1866,809.4099,59.8003,6.1906,4.281,15.91,15.92,1.267,2.618,3.267,-0.3784,1003.5358,38.859,113.0,196.8,166.4,54.3,301.194,6.33,3.992,14.823,5.5884,0.55,345.0,562.0,9374.0,70.0,0.136,0.075,3.1,0.9,0.091,0.4828,0.9187,0.191,20.73,0.775,13.31,33.783,0.1067,14.21,16.32,12.928,0.285,7.67,19.26,0.302,7.06,17.87,7.67,8.375,27.377,0.0896,9.02,17.87,72.191,3.6122,118.1621,1236.6992,130.0181,0.5215,12.128,2.606,28.1025,18.6341,6.9848,8.4756,2.3942,1.258,17.9632,32.3291,5.1493,7.2644,0.0,0.0,2.7521,54.5945,1.5739,8.8901,5.422,18.6216,643.2664,4.2347,13.8036,29.2419,35.8482,2.5033,0.982,1.1547,26.161,83.4768,6.4999,134.0039,24.893,22.4783,8.3401,64.7694,0.0,308.9552,668.0878,14.6893,216.9182,125.3493,848.0874,132.7605,1.8094,2.3632,0.1713,34.2291,0.0,0.0,45.152,538.7755,4.346,1.9702,0.0,0.0644,9.5739,1.9469,3.4056,7.116,0.9116,399.874,83.074,0.5978,15.11,0.83,65.5771,0.1103,264.272,0.651,5.16,16.98835,530.0118,1.7527,10.32,0.169,6.03,51.9067,-1
3076.5,2554.29,2178.7333,1039.3641,0.7367,101.4922,199.4865,7.1454,413.6892,9.6426,189.8439,12.4492,-6334.25,3124.75,-5047.25,1590.5,0.9682,1.8987,67.4556,2.1778,4.6902,85.6608,9.5713,50.3999,64.1016,66.437,86.8261,118.0156,64.39,2.501,350.0873,9.9178,132.3436,717.1376,1.0465,134.3455,616.7764,45.8665,2823.0,1.5018,347.7791,10.3865,113.8455,9.0364,18.4982,23.6088,693.5288,0.8499,147.1064,608.7309,92.2238,0.0,7.0405,1763.6142,8785.9699,-0.1541,0.192,746.8328,58.7165,6.4489,4.557,15.89,15.89,1.267,2.531,3.126,-0.9934,1004.96,38.6254,96.0,206.0,76.9,47.0999,224.705,5.78,3.403,17.025,5.17,0.34,292.0,707.0,1384.0,82.0,0.091,0.061,3.4,1.1,0.185,0.6791,0.799,0.247,21.94,0.693,7.16,29.479,0.2582,10.2,22.0,26.747,0.316,6.77,14.52,0.306,13.28,19.64,6.77,9.855,39.334,0.3936,15.93,20.78,83.344,2.9715,92.8213,1447.5996,138.9973,0.4283,17.44,4.96,27.85,17.9394,6.0561,10.2767,2.0387,1.0068,21.6195,13.0099,3.0361,5.6113,911.9675,0.0,0.6238,47.6253,0.5936,4.5124,4.6099,22.6258,27.4209,5.1556,9.3984,50.5102,71.3862,1.2882,0.7564,0.946,58.3148,450.7869,11.6649,217.343,36.5982,41.7428,46.3167,90.3715,352.7104,83.6272,168.3957,97.026,0.0,86.6407,0.0,158.0247,2.0267,1.6238,0.1733,24.0874,0.0,0.0,61.4357,464.0,13.2466,4.0278,0.0,2.9668,3.2952,1.8579,3.1758,7.116,0.9111,403.122,74.084,0.471,16.34,1.15,54.4417,0.228,264.272,0.651,5.16,16.98835,532.8855,1.8536,8.85,0.2376,3.3918,51.9067,-1
